Timestamp,World_X,World_Y,World_Z,UTM_Easting,UTM_Northing,UTM_Zone,Velocity_kmh,Yaw,Throttle,Steering,Brake,Acceleration_kmh_per_s
55.823,-7497.73,-9032.22,19.33,320757.6829,4039139.5361,52,65.89,-21.7236,0.155,0.450,0.000,-1.51
55.924,-7324.45,-9095.16,19.37,320759.4157,4039140.1655,52,65.78,-19.2034,0.206,0.450,0.000,-1.10
56.009,-7175.55,-9142.56,19.38,320760.9047,4039140.6395,52,65.77,-17.0949,0.296,0.440,0.000,-0.11
56.124,-6972.69,-9198.15,19.37,320762.9333,4039141.1954,52,66.01,-14.4203,0.388,0.413,0.000,2.05
56.222,-6797.60,-9238.73,19.38,320764.6842,4039141.6012,52,66.35,-12.3651,0.427,0.390,0.000,3.50
56.312,-6633.94,-9271.09,19.56,320766.3208,4039141.9248,52,66.82,-10.6689,0.526,0.372,0.000,5.23
56.415,-6444.11,-9302.92,19.83,320768.2191,4039142.2431,52,67.78,-8.9396,0.615,0.348,0.000,9.32
56.516,-6254.00,-9329.48,19.86,320770.1202,4039142.5087,52,68.84,-7.4400,0.629,0.328,0.000,10.53
56.624,-6045.81,-9353.40,19.71,320772.2021,4039142.7480,52,70.24,-6.0114,0.706,0.308,0.000,12.94
56.722,-5852.80,-9371.34,19.67,320774.1322,4039142.9273,52,71.63,-4.8566,0.684,0.292,0.000,14.13
56.815,-5667.50,-9385.22,19.76,320775.9852,4039143.0661,52,72.92,-3.8713,0.718,0.279,0.000,13.93
56.920,-5451.90,-9397.69,19.78,320778.1412,4039143.1908,52,74.53,-2.8529,0.712,0.266,0.000,15.28
57.027,-5227.30,-9406.95,19.75,320780.3872,4039143.2834,52,76.11,-1.9088,0.736,0.255,0.000,14.79
57.126,-5017.08,-9412.74,19.71,320782.4894,4039143.3413,52,77.45,-1.1711,0.687,0.245,0.000,13.56
57.217,-4820.13,-9415.69,19.59,320784.4589,4039143.3708,52,77.99,-0.5120,0.732,0.235,0.000,5.93
57.317,-4603.05,-9416.42,19.41,320786.6296,4039143.3781,52,77.85,0.1898,0.830,0.222,0.000,-1.39
57.424,-4372.52,-9414.54,19.20,320788.9350,4039143.3593,52,77.70,0.8576,0.924,0.205,0.000,-1.37
57.521,-4164.08,-9410.72,19.10,320791.0194,4039143.3211,52,77.57,1.3767,1.000,0.187,0.000,-1.35
57.616,-3956.41,-9405.17,19.22,320793.0961,4039143.2656,52,78.39,1.8069,1.000,0.170,0.000,8.55
57.715,-3746.62,-9398.10,19.63,320795.1940,4039143.1949,52,78.26,2.1635,1.000,0.150,0.000,-1.30
57.818,-3524.53,-9389.28,19.89,320797.4149,4039143.1068,52,78.13,2.4669,1.000,0.131,0.000,-1.32
57.918,-3306.95,-9379.63,19.61,320799.5907,4039143.0102,52,77.99,2.6930,1.000,0.112,0.000,-1.31
58.009,-3110.95,-9370.28,19.25,320801.5506,4039142.9167,52,77.88,2.8442,1.000,0.093,0.000,-1.30
58.120,-2871.71,-9358.26,19.11,320803.9431,4039142.7965,52,77.73,2.9711,1.000,0.071,0.000,-1.30
58.228,-2637.42,-9346.04,19.31,320806.2860,4039142.6743,52,77.59,3.0470,1.000,0.051,0.000,-1.29
58.313,-2455.75,-9336.38,19.46,320808.1027,4039142.5777,52,77.48,3.0810,1.000,0.035,0.000,-1.29
58.421,-2223.06,-9323.86,19.40,320810.4296,4039142.4525,52,77.34,3.1022,1.000,0.015,0.000,-1.29
58.519,-2012.60,-9312.47,19.27,320812.5342,4039142.3386,52,77.72,3.1085,1.000,-0.003,0.000,3.85
58.615,-1805.74,-9301.25,19.29,320814.6028,4039142.2264,52,78.09,3.1096,1.000,-0.020,0.000,3.91
58.717,-1583.91,-9289.22,19.45,320816.8211,4039142.1061,52,77.96,3.1045,1.000,-0.038,0.000,-1.30
58.822,-1357.18,-9276.99,19.48,320819.0884,4039141.9838,52,77.83,3.0855,1.000,-0.057,0.000,-1.30
58.923,-1140.59,-9265.42,19.36,320821.2543,4039141.8681,52,77.70,3.0474,1.000,-0.074,0.000,-1.29
59.024,-923.31,-9254.02,19.22,320823.4271,4039141.7541,52,77.57,2.9822,1.000,-0.090,0.000,-1.29
59.123,-709.83,-9243.13,19.22,320825.5619,4039141.6453,52,77.44,2.8867,1.000,-0.105,0.000,-1.29
59.209,-525.91,-9234.09,19.33,320827.4011,4039141.5548,52,77.33,2.7767,1.000,-0.116,0.000,-1.29
59.313,-302.86,-9223.67,19.41,320829.6316,4039141.4506,52,77.19,2.6072,1.000,-0.128,0.000,-1.29
59.424,-63.29,-9213.30,19.35,320832.0273,4039141.3469,52,77.60,2.3828,1.000,-0.139,0.000,3.65
59.510,121.58,-9205.97,19.38,320833.8760,4039141.2736,52,77.97,2.1865,1.000,-0.145,0.000,4.29
59.621,362.88,-9197.40,19.45,320836.2890,4039141.1879,52,77.82,1.8971,1.000,-0.151,0.000,-1.31
59.717,569.57,-9191.06,19.40,320838.3559,4039141.1245,52,77.69,1.6265,1.000,-0.154,0.000,-1.31
59.816,783.22,-9185.53,19.28,320840.4923,4039141.0693,52,77.56,1.3344,1.000,-0.155,0.000,-1.31
59.913,990.21,-9181.21,19.19,320842.5623,4039141.0261,52,77.44,1.0465,1.000,-0.155,0.000,-1.31
60.012,1204.24,-9177.83,19.24,320844.7026,4039140.9922,52,77.31,0.7505,1.000,-0.152,0.000,-1.30
60.112,1418.50,-9175.53,19.34,320846.8452,4039140.9692,52,77.18,0.4623,1.000,-0.148,0.000,-1.30
60.223,1657.17,-9174.18,19.38,320849.2319,4039140.9557,52,77.04,0.1582,1.000,-0.141,0.000,-1.29
60.316,1857.17,-9173.99,19.49,320851.2319,4039140.9538,52,77.84,-0.0727,1.000,-0.135,0.000,8.74
60.419,2079.55,-9174.67,19.61,320853.4557,4039140.9606,52,77.71,-0.3091,1.000,-0.127,0.000,-1.30
60.514,2284.12,-9176.06,19.46,320855.5014,4039140.9745,52,77.59,-0.5048,1.000,-0.119,0.000,-1.30
60.610,2491.88,-9178.14,19.23,320857.5790,4039140.9953,52,77.46,-0.6798,1.000,-0.110,0.000,-1.29
60.719,2725.30,-9181.17,19.11,320859.9132,4039141.0257,52,77.32,-0.8475,1.000,-0.100,0.000,-1.29
60.817,2935.44,-9184.45,19.22,320862.0146,4039141.0584,52,77.20,-0.9736,1.000,-0.090,0.000,-1.28
60.924,3167.02,-9188.56,19.43,320864.3304,4039141.0995,52,78.22,-1.0859,1.000,-0.080,0.000,9.51
61.012,3356.26,-9192.22,19.61,320866.2227,4039141.1361,52,78.11,-1.1586,1.000,-0.071,0.000,-1.30
61.117,3583.89,-9196.92,19.64,320868.4991,4039141.1831,52,77.97,-1.2281,1.000,-0.061,0.000,-1.30
61.244,3853.72,-9202.81,19.45,320871.1973,4039141.2420,52,77.81,-1.2872,0.869,-0.050,0.000,-1.27
61.321,4020.49,-9206.57,19.42,320872.8651,4039141.2796,52,77.71,-1.3134,0.776,-0.041,0.000,-1.29
61.424,4241.31,-9211.65,19.38,320875.0733,4039141.3304,52,77.57,-1.3372,0.651,-0.035,0.000,-1.29
61.512,4431.64,-9216.10,19.39,320876.9765,4039141.3750,52,77.46,-1.3516,0.553,-0.018,0.000,-1.29
61.622,4636.97,-9220.94,19.50,320879.0299,4039141.4233,52,77.34,-1.3580,0.439,-0.003,0.000,-1.12
61.728,4861.71,-9226.26,19.83,320881.2773,4039141.4765,52,77.20,-1.3588,0.364,0.025,0.000,-1.27
61.828,5025.74,-9230.12,19.95,320882.9176,4039141.5151,52,77.31,-1.3509,0.271,0.054,0.000,1.05
61.924,5232.31,-9234.87,19.79,320884.9833,4039141.5627,52,77.29,-1.3151,0.198,0.096,0.000,-0.17
62.023,5444.32,-9239.42,19.31,320887.1034,4039141.6081,52,77.25,-1.2095,0.135,0.142,0.000,-0.41
62.120,5652.40,-9243.20,19.05,320889.1842,4039141.6459,52,77.17,-0.9880,0.081,0.177,0.000,-0.89
62.213,5852.63,-9245.73,19.18,320891.1865,4039141.6712,52,77.05,-0.6282,0.000,0.225,0.000,-1.19
62.314,6067.47,-9246.49,19.62,320893.3349,4039141.6788,52,76.65,-0.0138,0.000,0.265,0.000,-4.07
62.414,6278.83,-9244.44,19.55,320895.4485,4039141.6583,52,76.23,0.8582,0.000,0.305,0.000,-4.14
62.514,6489.69,-9238.47,19.23,320897.5571,4039141.5986,52,75.80,2.0585,0.000,0.361,0.000,-4.30
62.624,6721.15,-9225.98,19.02,320899.8716,4039141.4737,52,75.31,3.7842,0.000,0.389,0.000,-4.45
62.723,6926.52,-9208.24,19.11,320901.9254,4039141.2963,52,74.84,5.6901,0.000,0.430,0.000,-4.73
62.824,7133.72,-9182.43,19.29,320903.9974,4039141.0382,52,74.34,8.0386,0.000,0.482,0.000,-5.02
62.917,7322.57,-9150.32,19.37,320905.8859,4039140.7171,52,74.06,10.6141,0.141,0.508,0.000,-2.98
63.014,7518.12,-9107.68,19.34,320907.8414,4039140.2907,52,73.83,13.5331,0.149,0.511,0.000,-2.35
63.115,7717.16,-9053.45,19.27,320909.8318,4039139.7485,52,73.62,16.6233,0.200,0.485,0.000,-2.10
63.224,7927.34,-8984.14,19.27,320911.9336,4039139.0553,52,73.46,19.7531,0.179,0.439,0.000,-1.43
63.310,8091.17,-8921.84,19.33,320913.5719,4039138.4323,52,73.33,21.9570,0.172,0.450,0.000,-1.52
63.412,8282.56,-8839.56,19.36,320915.4858,4039137.6095,52,73.18,24.4691,0.142,0.419,0.000,-1.45
63.513,8466.57,-8751.40,19.32,320917.3259,4039136.7279,52,73.02,26.7025,0.094,0.429,0.000,-1.64
63.620,8658.20,-8649.40,19.30,320919.2422,4039135.7079,52,72.81,29.0863,0.000,0.423,0.000,-1.98
63.725,8841.18,-8541.94,19.29,320921.0720,4039134.6333,52,72.32,31.4579,0.000,0.450,0.000,-4.66
63.814,8989.85,-8445.97,19.28,320922.5586,4039133.6736,52,71.87,33.6521,0.000,0.483,0.000,-5.00
63.913,9149.94,-8332.00,19.21,320924.1596,4039132.5339,52,70.19,36.4838,0.000,0.525,0.000,-16.88
64.011,9297.00,-8214.67,19.06,320925.6301,4039131.3606,52,69.30,39.6345,0.000,0.580,0.000,-9.12
64.114,9443.92,-8081.79,19.00,320927.0994,4039130.0318,52,68.64,43.3885,0.000,0.624,0.000,-6.39
64.223,9585.93,-7933.88,19.16,320928.5195,4039128.5527,52,67.90,47.5863,0.000,0.653,0.000,-6.81
64.317,9698.08,-7798.65,19.48,320929.6409,4039127.2004,52,67.25,51.4027,0.000,0.642,0.000,-6.94
64.420,9809.22,-7643.52,19.61,320930.7524,4039125.6491,52,66.54,55.6642,0.000,0.637,0.000,-6.88
64.524,9908.90,-7480.81,19.34,320931.7492,4039124.0220,52,65.90,59.8693,0.000,0.579,0.000,-6.19
64.615,9986.14,-7334.03,19.08,320932.5216,4039122.5542,52,65.39,63.3160,0.000,0.541,0.000,-5.62
64.730,10071.27,-7143.21,19.22,320933.3728,4039120.6460,52,64.94,67.3182,0.056,0.496,0.000,-3.85
64.817,10126.81,-6997.83,19.47,320933.9283,4039119.1922,52,64.75,69.9192,0.061,0.461,0.000,-2.23
64.922,10186.15,-6817.67,19.51,320934.5217,4039117.3907,52,64.56,72.6784,0.101,0.431,0.000,-1.81
65.021,10233.87,-6648.62,19.39,320934.9988,4039115.7001,52,64.42,74.9257,0.099,0.409,0.000,-1.40
65.124,10277.23,-6469.97,19.43,320935.4325,4039113.9136,52,64.29,77.0253,0.121,0.392,0.000,-1.24
65.217,10308.55,-6319.61,19.66,320935.7457,4039112.4100,52,64.21,78.6326,0.128,0.384,0.000,-0.88
65.316,10339.27,-6145.97,19.68,320936.0529,4039110.6737,52,64.11,80.4007,0.131,0.376,0.000,-1.01
65.423,10361.89,-5994.76,19.68,320936.2791,4039109.1616,52,64.11,81.8620,0.331,0.372,0.000,-0.01
65.517,10379.71,-5852.26,19.80,320936.4573,4039107.7365,52,64.36,83.1846,0.373,0.368,0.000,2.59
65.619,10397.04,-5676.33,19.87,320936.6306,4039105.9772,52,64.79,84.7727,0.507,0.361,0.000,4.22
65.712,10409.11,-5509.65,19.69,320936.7512,4039104.3105,52,65.61,86.2106,0.634,0.345,0.000,8.89
65.813,10418.18,-5322.44,19.57,320936.8420,4039102.4383,52,66.98,87.6705,0.740,0.327,0.000,13.55
65.921,10423.23,-5118.55,19.90,320936.8925,4039100.3994,52,68.87,89.0448,0.798,0.301,0.000,17.51
66.020,10424.11,-4926.01,20.14,320936.9012,4039098.4740,52,70.81,90.1339,0.821,0.274,0.000,19.67
66.115,10421.93,-4735.67,20.14,320936.8794,4039096.5706,52,72.77,91.0228,0.824,0.247,0.000,20.50
66.235,10415.43,-4489.25,20.19,320936.8145,4039094.1064,52,75.23,91.9224,0.830,0.216,0.000,20.57
66.315,10409.37,-4327.04,20.51,320936.7539,4039092.4843,52,76.79,92.3833,0.811,0.191,0.000,19.47
66.431,10397.92,-4077.30,20.48,320936.6394,4039089.9869,52,77.97,92.9221,0.829,0.162,0.000,10.24
66.525,10387.20,-3874.72,19.88,320936.5322,4039087.9611,52,77.85,93.2454,0.912,0.132,0.000,-1.31
66.619,10375.43,-3670.55,19.11,320936.4145,4039085.9194,52,77.73,93.4752,0.988,0.108,0.000,-1.31
66.712,10363.23,-3470.76,18.80,320936.2924,4039083.9215,52,77.61,93.6250,1.000,0.082,0.000,-1.30
66.823,10348.04,-3232.08,19.28,320936.1406,4039081.5347,52,77.46,93.7288,1.000,0.054,0.000,-1.29
66.909,10336.08,-3048.46,19.80,320936.0210,4039079.6985,52,77.35,93.7696,1.000,0.031,0.000,-1.29
67.009,10321.86,-2832.25,19.82,320935.8788,4039077.5364,52,78.25,93.7898,1.000,0.007,0.000,8.91
67.111,10307.19,-2610.43,19.48,320935.7321,4039075.3182,52,78.11,93.7950,1.000,-0.019,0.000,-1.30
67.211,10292.95,-2395.21,19.23,320935.5897,4039073.1660,52,77.99,93.7909,1.000,-0.043,0.000,-1.30
67.316,10277.96,-2167.76,19.19,320935.4398,4039070.8915,52,77.85,93.7669,1.000,-0.068,0.000,-1.30
67.414,10264.33,-1958.47,19.26,320935.3035,4039068.7986,52,77.72,93.7148,1.000,-0.090,0.000,-1.30
67.510,10251.14,-1751.71,19.40,320935.1716,4039066.7310,52,77.60,93.6242,1.000,-0.110,0.000,-1.29
67.609,10237.93,-1537.33,19.42,320935.0394,4039064.5872,52,77.47,93.4806,1.000,-0.130,0.000,-1.29
67.713,10224.88,-1314.38,19.34,320934.9090,4039062.3578,52,77.33,93.2705,1.000,-0.146,0.000,-1.29
67.818,10212.70,-1090.05,19.32,320934.7872,4039060.1144,52,77.20,92.9974,1.000,-0.162,0.000,-1.30
67.921,10201.91,-870.33,19.32,320934.6793,4039057.9172,52,77.07,92.6729,1.000,-0.172,0.000,-1.30
68.009,10193.61,-679.48,19.37,320934.5962,4039056.0088,52,78.02,92.3567,1.000,-0.179,0.000,10.77
68.114,10185.13,-452.52,19.50,320934.5115,4039053.7391,52,77.88,91.9475,1.000,-0.184,0.000,-1.33
68.220,10178.27,-224.36,19.54,320934.4429,4039051.4575,52,77.74,91.5072,1.000,-0.185,0.000,-1.33
68.314,10173.62,-20.74,19.45,320934.3963,4039049.4213,52,77.61,91.1063,1.000,-0.183,0.000,-1.33
68.412,10170.26,188.94,19.24,320934.3628,4039047.3245,52,77.49,90.6994,1.000,-0.179,0.000,-1.32
68.520,10168.22,422.12,19.13,320934.3424,4039044.9927,52,77.34,90.2656,1.000,-0.172,0.000,-1.32
68.622,10167.84,641.05,19.25,320934.3386,4039042.8034,52,77.21,89.8857,1.000,-0.164,0.000,-1.31
68.720,10168.78,851.19,19.39,320934.3480,4039040.7020,52,77.08,89.5533,1.000,-0.154,0.000,-1.30
68.818,10170.88,1062.05,19.41,320934.3690,4039038.5934,52,77.92,89.2582,1.000,-0.143,0.000,8.54
68.915,10173.96,1272.16,19.41,320934.3998,4039036.4923,52,77.79,89.0057,1.000,-0.131,0.000,-1.31
69.017,10178.08,1490.40,19.41,320934.4410,4039034.3099,52,77.66,88.7807,1.000,-0.120,0.000,-1.30
69.112,10182.68,1695.99,19.38,320934.4870,4039032.2541,52,77.54,88.6038,1.000,-0.107,0.000,-1.30
69.211,10188.06,1909.10,19.27,320934.5408,4039030.1229,52,77.41,88.4560,0.962,-0.094,0.000,-1.29
69.328,10195.03,2160.15,19.28,320934.6105,4039027.6124,52,77.26,88.3232,0.853,-0.079,0.000,-1.29
69.413,10200.42,2341.84,19.43,320934.6644,4039025.7955,52,77.15,88.2513,0.793,-0.068,0.000,-1.28
69.513,10207.09,2558.35,19.53,320934.7311,4039023.6304,52,77.67,88.1890,0.687,-0.055,0.000,5.12
69.617,10214.20,2781.66,19.46,320934.8022,4039021.3973,52,77.53,88.1447,0.594,-0.034,0.000,-1.29
69.727,10221.86,3018.31,19.36,320934.8788,4039019.0308,52,77.39,88.1230,0.519,-0.007,0.000,-1.29
69.827,10228.84,3231.80,19.36,320934.9485,4039016.8960,52,77.26,88.1186,0.458,0.033,0.000,-1.28
69.909,10234.60,3408.83,19.34,320935.0062,4039015.1256,52,77.32,88.1285,0.399,0.065,0.000,0.70
70.009,10241.43,3624.02,19.30,320935.0745,4039012.9737,52,77.34,88.1882,0.326,0.122,0.000,0.16
70.108,10247.68,3836.98,19.35,320935.1370,4039010.8441,52,77.35,88.3519,0.266,0.162,0.000,0.11
70.213,10253.19,4062.29,19.40,320935.1920,4039008.5910,52,77.40,88.6950,0.205,0.225,0.000,0.50
70.319,10256.67,4288.97,19.51,320935.2269,4039006.3242,52,77.37,89.3067,0.166,0.270,0.000,-0.30
70.426,10257.10,4518.72,19.62,320935.2312,4039004.0267,52,77.30,90.2160,0.153,0.308,0.000,-0.67
70.519,10253.92,4719.35,19.54,320935.1994,4039002.0204,52,77.20,91.2924,0.118,0.334,0.000,-1.05
70.614,10246.54,4922.47,19.37,320935.1256,4038999.9892,52,77.07,92.6132,0.103,0.370,0.000,-1.30
70.733,10230.02,5176.06,19.33,320934.9604,4038997.4533,52,76.90,94.5938,0.116,0.381,0.000,-1.47
70.818,10212.67,5357.36,19.43,320934.7869,4038995.6404,52,76.77,96.1522,0.115,0.401,0.000,-1.56
70.934,10181.03,5600.94,19.66,320934.4705,4038993.2046,52,76.59,98.4298,0.125,0.412,0.000,-1.56
71.018,10151.69,5777.81,19.65,320934.1771,4038991.4358,52,76.44,100.1971,0.115,0.429,0.000,-1.74
71.124,10107.18,5997.52,19.40,320933.7320,4038989.2387,52,76.24,102.5558,0.120,0.418,0.000,-1.86
71.216,10061.52,6186.24,19.21,320933.2754,4038987.3516,52,76.07,104.6171,0.099,0.422,0.000,-1.86
71.309,10008.05,6376.19,19.21,320932.7406,4038985.4520,52,75.88,106.7598,0.082,0.434,0.000,-2.10
71.416,9938.55,6588.66,19.43,320932.0456,4038983.3274,52,75.64,109.2965,0.052,0.447,0.000,-2.23
71.519,9862.54,6789.89,19.57,320931.2856,4038981.3150,52,75.16,111.8622,0.000,0.452,0.000,-4.62
71.610,9788.20,6964.24,19.44,320930.5422,4038979.5715,52,74.70,114.1682,0.000,0.455,0.000,-5.07
71.725,9685.46,7177.82,19.18,320929.5148,4038977.4357,52,74.12,117.0632,0.000,0.463,0.000,-5.06
71.818,9593.90,7346.86,19.15,320928.5992,4038975.7453,52,73.64,119.5262,0.000,0.437,0.000,-5.15
71.922,9485.54,7526.95,19.28,320927.5156,4038973.9444,52,73.11,122.2404,0.000,0.461,0.000,-5.07
72.019,9375.95,7690.76,19.52,320926.4196,4038972.3063,52,72.62,124.8546,0.000,0.473,0.000,-5.08
72.121,9254.20,7854.98,19.57,320925.2022,4038970.6641,52,72.09,127.6901,0.000,0.475,0.000,-5.18
72.212,9138.78,7996.11,19.37,320924.0480,4038969.2528,52,71.61,130.3115,0.000,0.482,0.000,-5.23
72.324,8990.71,8159.35,19.13,320922.5673,4038967.6205,52,71.03,133.5666,0.000,0.484,0.000,-5.19
72.413,8866.73,8282.63,19.12,320921.3274,4038966.3876,52,70.57,136.1910,0.000,0.498,0.000,-5.23
72.518,8713.66,8419.75,19.24,320919.7968,4038965.0164,52,70.01,139.4027,0.000,0.498,0.000,-5.29
72.625,8552.11,8548.80,19.31,320918.1813,4038963.7259,52,69.46,142.6632,0.000,0.496,0.000,-5.18
72.714,8413.43,8647.99,19.30,320916.7945,4038962.7340,52,68.99,145.3981,0.000,0.504,0.000,-5.24
72.816,8249.46,8752.86,19.24,320915.1547,4038961.6853,52,68.59,148.5659,0.083,0.499,0.000,-3.91
72.919,8079.38,8848.76,19.21,320913.4540,4038960.7263,52,68.33,151.7359,0.086,0.511,0.000,-2.52
73.022,7904.33,8934.87,19.29,320911.7035,4038959.8652,52,68.08,154.9404,0.139,0.495,0.000,-2.43
73.114,7744.90,9003.38,19.38,320910.1092,4038959.1801,52,67.94,157.6927,0.198,0.462,0.000,-1.60
73.224,7550.81,9076.34,19.40,320908.1683,4038958.4505,52,67.86,160.5419,0.210,0.395,0.000,-0.69
73.324,7372.09,9135.53,19.43,320906.3811,4038957.8586,52,67.86,162.5397,0.236,0.352,0.000,0.01
73.412,7212.23,9183.31,19.43,320904.7825,4038957.3808,52,67.92,163.9659,0.266,0.325,0.000,0.68
73.514,7027.47,9233.68,19.37,320902.9349,4038956.8771,52,68.01,165.3183,0.265,0.301,0.000,0.89
73.618,6836.90,9281.12,19.34,320901.0292,4038956.4027,52,68.12,166.4955,0.290,0.284,0.000,1.02
73.719,6649.09,9324.04,19.34,320899.1510,4038955.9735,52,68.28,167.5216,0.307,0.275,0.000,1.59
73.809,6483.21,9359.09,19.40,320897.4923,4038955.6230,52,68.43,168.3623,0.292,0.273,0.000,1.66
73.913,6287.25,9397.22,19.45,320895.5327,4038955.2418,52,68.56,169.3314,0.249,0.278,0.000,1.26
74.017,6092.29,9431.60,19.40,320893.5831,4038954.8980,52,68.61,170.3294,0.233,0.293,0.000,0.45
74.115,5907.63,9460.67,19.32,320891.7365,4038954.6072,52,68.68,171.3687,0.244,0.311,0.000,0.75
74.215,5720.10,9486.40,19.29,320889.8612,4038954.3499,52,68.85,172.5448,0.403,0.328,0.000,1.66
74.317,5524.78,9508.79,19.37,320887.9080,4038954.1260,52,69.39,173.8838,0.532,0.335,0.000,5.36
74.417,5330.36,9526.52,19.49,320885.9638,4038953.9487,52,70.33,175.2549,0.640,0.332,0.000,9.31
74.523,5121.51,9540.60,19.65,320883.8753,4038953.8079,52,71.70,176.6824,0.681,0.322,0.000,12.95
74.625,4917.89,9549.65,19.85,320881.8391,4038953.7175,52,72.90,177.9740,0.631,0.306,0.000,11.81
74.715,4733.61,9554.26,19.89,320879.9963,4038953.6713,52,73.88,179.0323,0.588,0.287,0.000,10.90
74.819,4518.87,9555.82,19.69,320877.8489,4038953.6557,52,74.67,-179.8888,0.462,0.263,0.000,7.59
74.921,4305.95,9553.83,19.44,320875.7197,4038953.6756,52,75.10,-178.9865,0.364,0.237,0.000,4.16
75.023,4092.76,9548.88,19.27,320873.5877,4038953.7251,52,75.31,-178.2475,0.284,0.211,0.000,2.08
75.111,3909.19,9542.64,19.30,320871.7521,4038953.7875,52,75.38,-177.7342,0.227,0.187,0.000,0.82
75.211,3699.63,9533.73,19.36,320869.6565,4038953.8766,52,75.38,-177.2752,0.173,0.161,0.000,0.02
75.321,3470.32,9522.28,19.42,320867.3634,4038953.9911,52,75.32,-176.9068,0.126,0.132,0.000,-0.53
75.420,3263.73,9510.86,19.39,320865.2974,4038954.1053,52,75.24,-176.6751,0.078,0.106,0.000,-0.89
75.518,3059.72,9498.88,19.30,320863.2574,4038954.2252,52,75.04,-176.5225,0.000,0.082,0.000,-2.00
75.625,2836.73,9485.24,19.26,320861.0274,4038954.3615,52,74.63,-176.4221,0.000,0.057,0.000,-3.84
75.716,2648.97,9473.50,19.27,320859.1499,4038954.4789,52,74.28,-176.3771,0.000,0.033,0.000,-3.83
75.809,2459.64,9461.54,19.30,320857.2566,4038954.5985,52,73.93,-176.3587,0.000,0.003,0.000,-3.82
75.915,2242.58,9447.75,19.31,320855.0860,4038954.7364,52,73.52,-176.3540,0.000,-0.005,0.000,-3.80
76.017,2037.26,9434.67,19.23,320853.0328,4038954.8672,52,72.26,-176.3536,0.000,0.006,0.000,-12.40
76.124,1823.93,9421.08,19.15,320850.8994,4038955.0031,52,71.86,-176.3533,0.000,0.008,0.000,-3.74
76.218,1637.44,9409.19,19.11,320849.0346,4038955.1220,52,70.83,-176.3509,0.000,0.041,0.000,-10.97
76.317,1442.93,9396.71,19.13,320847.0894,4038955.2469,52,70.31,-176.3282,0.000,0.090,0.000,-5.20
76.422,1239.24,9383.33,19.21,320845.0525,4038955.3806,52,69.55,-176.2334,0.000,0.131,0.000,-7.21
76.510,1070.23,9371.75,19.27,320843.3625,4038955.4964,52,69.24,-176.0699,0.000,0.157,0.000,-3.61
76.622,859.50,9356.27,19.25,320841.2552,4038955.6512,52,67.69,-175.7214,0.000,0.191,0.000,-13.88
76.716,682.93,9341.95,19.16,320839.4895,4038955.7944,52,67.35,-175.2839,0.000,0.225,0.000,-3.56
76.821,487.52,9324.17,19.14,320837.5354,4038955.9722,52,66.98,-174.6461,0.000,0.247,0.000,-3.54
76.912,320.57,9306.99,19.24,320835.8659,4038956.1440,52,66.13,-173.9852,0.000,0.269,0.000,-9.39
77.011,141.02,9286.10,19.33,320834.0704,4038956.3529,52,65.71,-173.1619,0.000,0.268,0.000,-4.27
77.110,-36.36,9262.86,19.24,320832.2966,4038956.5853,52,64.56,-172.2988,0.000,0.285,0.000,-11.55
77.211,-216.15,9236.12,19.12,320830.4987,4038956.8527,52,64.21,-171.3083,0.000,0.306,0.000,-3.50
77.324,-413.06,9202.79,19.12,320828.5296,4038957.1861,52,63.81,-170.0789,0.000,0.309,0.000,-3.49
77.409,-560.65,9174.74,19.24,320827.0537,4038957.4665,52,63.52,-169.0714,0.000,0.333,0.000,-3.51
77.524,-758.56,9131.97,19.36,320825.0746,4038957.8942,52,63.10,-167.4316,0.000,0.388,0.000,-3.63
77.608,-901.80,9096.48,19.34,320823.6422,4038958.2491,52,62.77,-165.9422,0.000,0.419,0.000,-3.83
77.715,-1080.29,9045.72,19.27,320821.8572,4038958.7567,52,62.35,-163.6998,0.000,0.454,0.000,-4.00
77.825,-1260.18,8985.78,19.33,320820.0584,4038959.3561,52,61.88,-161.0061,0.000,0.487,0.000,-4.25
77.913,-1400.36,8931.47,19.30,320818.6566,4038959.8992,52,61.48,-158.5449,0.000,0.505,0.000,-4.49
78.017,-1561.91,8859.25,19.26,320817.0411,4038960.6214,52,61.00,-155.3256,0.000,0.525,0.000,-4.70
78.117,-1711.43,8781.85,19.23,320815.5459,4038961.3954,52,60.52,-152.0491,0.000,0.524,0.000,-4.77
78.219,-1857.77,8694.79,19.22,320814.0825,4038962.2660,52,60.04,-148.6278,0.000,0.539,0.000,-4.69
78.314,-1988.06,8606.58,19.30,320812.7796,4038963.1482,52,59.63,-145.4421,0.053,0.533,0.000,-4.35
78.415,-2120.14,8505.25,19.33,320811.4588,4038964.1614,52,59.37,-141.9765,0.057,0.540,0.000,-2.57
78.509,-2237.69,8403.38,19.35,320810.2833,4038965.1801,52,59.13,-138.6964,0.061,0.536,0.000,-2.57
78.619,-2365.57,8277.85,19.35,320809.0045,4038966.4354,52,58.85,-134.8884,0.067,0.533,0.000,-2.52
78.721,-2476.47,8154.54,19.32,320807.8955,4038967.6685,52,58.61,-131.4405,0.065,0.539,0.000,-2.32
78.824,-2580.91,8023.08,19.28,320806.8511,4038968.9831,52,58.36,-127.9657,0.058,0.528,0.000,-2.43
