Timestamp,World_X,World_Y,World_Z,UTM_Easting,UTM_Northing,UTM_Zone,Velocity_kmh,Yaw,Throttle,Steering,Brake,Acceleration_kmh_per_s
78.916,-2666.59,7901.73,19.30,320805.9943,4038970.1966,52,58.09,-124.9365,0.050,0.528,0.000,-3.00
79.018,-2753.58,7763.32,19.31,320805.1244,4038971.5807,52,57.88,-121.7066,0.052,0.505,0.000,-2.04
79.122,-2834.69,7617.15,19.31,320804.3132,4038973.0424,52,57.67,-118.5875,0.057,0.501,0.000,-2.00
79.221,-2903.95,7475.22,19.29,320803.6207,4038974.4617,52,57.48,-115.6964,0.063,0.495,0.000,-1.98
79.324,-2968.40,7323.67,19.29,320802.9762,4038975.9772,52,57.28,-112.6895,0.058,0.467,0.000,-1.88
79.408,-3015.03,7198.29,19.30,320802.5099,4038977.2310,52,57.12,-110.3130,0.000,0.471,0.000,-1.88
79.512,-3064.57,7042.79,19.31,320802.0144,4038978.7860,52,56.74,-107.3669,0.052,0.497,0.000,-3.69
79.629,-3110.26,6865.24,19.33,320801.5576,4038980.5615,52,56.42,-103.9560,0.000,0.506,0.000,-2.74
79.721,-3138.29,6724.20,19.40,320801.2773,4038981.9719,52,56.14,-101.1828,0.059,0.519,0.000,-3.06
79.817,-3159.80,6576.73,19.39,320801.0621,4038983.4467,52,55.94,-98.2105,0.059,0.519,0.000,-2.04
79.915,-3173.69,6424.89,19.39,320800.9233,4038984.9650,52,55.73,-95.1054,0.051,0.522,0.000,-2.16
80.019,-3179.07,6265.05,19.33,320800.8695,4038986.5634,52,55.50,-91.7165,0.063,0.538,0.000,-2.27
80.117,-3175.35,6114.27,19.27,320800.9067,4038988.0712,52,55.27,-88.4443,0.070,0.536,0.000,-2.29
80.224,-3161.43,5951.14,19.28,320801.0459,4038989.7025,52,55.05,-84.8474,0.094,0.522,0.000,-2.09
80.311,-3142.96,5820.04,19.31,320801.2306,4038991.0135,52,54.89,-82.0267,0.101,0.521,0.000,-1.85
80.421,-3110.34,5655.25,19.36,320801.5568,4038992.6615,52,54.69,-78.5181,0.094,0.522,0.000,-1.78
80.521,-3072.33,5507.91,19.35,320801.9369,4038994.1348,52,54.52,-75.4137,0.095,0.484,0.000,-1.71
80.610,-3032.32,5379.60,19.32,320802.3370,4038995.4179,52,54.37,-72.7490,0.105,0.485,0.000,-1.66
80.722,-2974.29,5222.20,19.33,320802.9173,4038996.9919,52,54.20,-69.5224,0.110,0.501,0.000,-1.51
80.819,-2916.77,5088.44,19.39,320803.4925,4038998.3295,52,54.06,-66.7221,0.119,0.510,0.000,-1.46
80.912,-2855.31,4963.05,19.41,320804.1071,4038999.5834,52,53.93,-64.0024,0.142,0.505,0.000,-1.44
81.018,-2778.40,4823.77,19.36,320804.8762,4039000.9762,52,53.80,-60.9642,0.139,0.491,0.000,-1.23
81.123,-2695.52,4690.68,19.30,320805.7050,4039002.3071,52,53.67,-57.9980,0.145,0.495,0.000,-1.17
81.222,-2612.16,4570.70,19.34,320806.5386,4039003.5069,52,53.56,-55.2434,0.152,0.491,0.000,-1.14
81.325,-2518.13,4448.66,19.36,320807.4789,4039004.7274,52,53.46,-52.3468,0.158,0.497,0.000,-1.03
81.417,-2429.98,4344.93,19.36,320808.3604,4039005.7646,52,53.36,-49.7807,0.164,0.495,0.000,-0.98
81.514,-2331.97,4239.75,19.37,320809.3405,4039006.8164,52,53.28,-47.0930,0.172,0.492,0.000,-0.85
81.618,-2222.22,4132.73,19.36,320810.4380,4039007.8866,52,53.20,-44.2538,0.179,0.484,0.000,-0.79
81.719,-2110.66,4034.04,19.39,320811.5536,4039008.8735,52,53.13,-41.5176,0.186,0.484,0.000,-0.67
81.816,-1998.58,3944.02,19.43,320812.6744,4039009.7737,52,53.08,-38.8741,0.194,0.480,0.000,-0.57
81.914,-1883.12,3859.43,19.46,320813.8290,4039010.6196,52,53.04,-36.2886,0.204,0.490,0.000,-0.42
82.018,-1755.22,3774.67,19.37,320815.1080,4039011.4672,52,53.00,-33.5297,0.210,0.488,0.000,-0.32
82.120,-1626.54,3698.29,19.28,320816.3948,4039012.2310,52,52.96,-30.7449,0.223,0.490,0.000,-0.40
82.220,-1496.50,3629.49,19.32,320817.6952,4039012.9190,52,52.95,-27.9648,0.242,0.489,0.000,-0.06
82.326,-1354.45,3562.92,19.53,320819.1157,4039013.5847,52,52.96,-25.0296,0.218,0.494,0.000,0.08
82.420,-1227.57,3511.06,19.56,320820.3844,4039014.1033,52,52.92,-22.4370,0.203,0.499,0.000,-0.47
82.517,-1092.27,3463.14,19.38,320821.7375,4039014.5825,52,52.87,-19.6129,0.213,0.500,0.000,-0.56
82.625,-941.26,3418.13,19.25,320823.2476,4039015.0326,52,52.84,-16.5165,0.242,0.496,0.000,-0.21
82.728,-793.78,3382.20,19.25,320824.7224,4039015.3919,52,52.87,-13.6662,0.242,0.483,0.000,0.25
82.823,-657.10,3355.57,19.40,320826.0892,4039015.6582,52,52.87,-11.1188,0.214,0.485,0.000,0.07
82.918,-519.90,3334.89,19.52,320827.4612,4039015.8650,52,52.85,-8.6613,0.205,0.462,0.000,-0.20
83.012,-382.52,3319.61,19.41,320828.8350,4039016.0178,52,52.86,-6.4050,0.218,0.446,0.000,0.08
83.115,-231.35,3308.74,19.27,320830.3467,4039016.1266,52,52.87,-4.0889,0.218,0.432,0.000,0.09
83.220,-77.71,3303.46,19.27,320831.8831,4039016.1793,52,52.90,-1.8999,0.221,0.403,0.000,0.32
83.309,53.99,3303.07,19.35,320833.2001,4039016.1832,52,52.94,-0.2514,0.211,0.370,0.000,0.45
83.425,224.26,3307.73,19.38,320834.9028,4039016.1366,52,52.98,1.6940,0.216,0.374,0.000,0.34
83.512,351.64,3314.77,19.35,320836.1766,4039016.0662,52,53.02,3.0543,0.206,0.354,0.000,0.39
83.617,506.36,3326.87,19.32,320837.7237,4039015.9453,52,53.06,4.5177,0.195,0.337,0.000,0.37
83.719,655.51,3342.10,19.33,320839.2153,4039015.7929,52,53.07,5.8291,0.176,0.326,0.000,0.16
83.820,802.96,3360.31,19.33,320840.6897,4039015.6108,52,53.08,7.0405,0.177,0.305,0.000,0.07
83.925,956.13,3382.16,19.34,320842.2215,4039015.3923,52,53.10,8.1532,0.196,0.303,0.000,0.22
84.012,1083.45,3402.65,19.34,320843.4947,4039015.1874,52,53.13,9.0526,0.193,0.304,0.000,0.34
84.114,1231.30,3428.80,19.34,320844.9731,4039014.9259,52,53.17,10.0343,0.196,0.267,0.000,0.36
84.215,1378.01,3456.89,19.32,320846.4403,4039014.6450,52,53.21,10.8617,0.192,0.266,0.000,0.42
84.317,1526.67,3487.63,19.32,320847.9268,4039014.3376,52,53.25,11.6793,0.201,0.260,0.000,0.40
84.423,1679.59,3521.32,19.34,320849.4561,4039014.0007,52,53.30,12.4457,0.197,0.222,0.000,0.46
84.511,1806.27,3550.46,19.35,320850.7229,4039013.7093,52,53.34,12.9486,0.186,0.216,0.000,0.43
84.622,1966.63,3588.92,19.36,320852.3265,4039013.3247,52,53.38,13.5127,0.195,0.211,0.000,0.37
84.720,2106.77,3623.79,19.50,320853.7278,4039012.9760,52,53.42,13.9725,0.194,0.203,0.000,0.43
84.833,2265.30,3664.67,19.77,320855.3132,4039012.5672,52,53.46,14.4868,0.178,0.201,0.000,0.37
84.927,2399.14,3700.17,19.83,320856.6516,4039012.2122,52,53.50,14.8679,0.202,0.165,0.000,0.35
85.009,2516.95,3731.96,19.62,320857.8297,4039011.8943,52,53.54,15.1088,0.203,0.139,0.000,0.54
85.115,2668.99,3773.61,19.23,320859.3501,4039011.4778,52,53.60,15.3446,0.196,0.113,0.000,0.57
85.217,2816.13,3814.32,19.14,320860.8215,4039011.0707,52,53.65,15.4882,0.212,0.082,0.000,0.51
85.320,2963.88,3855.40,19.27,320862.2990,4039010.6599,52,53.73,15.5559,0.225,0.050,0.000,0.79
85.425,3115.72,3897.72,19.41,320863.8174,4039010.2367,52,53.82,15.5789,0.215,-0.024,0.000,0.77
85.509,3235.64,3931.11,19.42,320865.0166,4039009.9028,52,53.88,15.5708,0.221,-0.078,0.000,0.73
85.622,3399.93,3976.47,19.37,320866.6595,4039009.4492,52,53.97,15.4523,0.212,-0.165,0.000,0.78
85.711,3528.55,4011.18,19.35,320867.9456,4039009.1022,52,54.00,15.1861,0.186,-0.247,0.000,0.43
85.814,3677.79,4049.04,19.32,320869.4380,4039008.7235,52,54.01,14.3729,0.192,-0.359,0.000,0.09
85.923,3837.22,4084.58,19.31,320871.0324,4039008.3681,52,54.00,12.6788,0.219,-0.447,0.000,-0.09
86.026,3989.15,4111.96,19.35,320872.5517,4039008.0943,52,53.98,10.3280,0.213,-0.493,0.000,-0.24
86.114,4120.83,4129.37,19.39,320873.8685,4039007.9202,52,53.89,7.8074,0.200,-0.559,0.000,-0.98
86.220,4277.69,4140.68,19.35,320875.4370,4039007.8071,52,53.73,4.1627,0.239,-0.610,0.000,-1.56
86.323,4430.89,4141.17,19.29,320876.9691,4039007.8022,52,53.61,0.1906,0.250,-0.621,0.000,-1.14
86.414,4566.40,4132.50,19.30,320878.3242,4039007.8889,52,53.50,-3.4585,0.247,-0.634,0.000,-1.18
86.524,4728.42,4110.08,19.36,320879.9444,4039008.1131,52,53.35,-8.0181,0.252,-0.640,0.000,-1.38
86.613,4856.06,4082.94,19.38,320881.2208,4039008.3846,52,53.25,-11.7052,0.261,-0.621,0.000,-1.15
86.732,5025.58,4033.63,19.56,320882.9159,4039008.8777,52,53.15,-16.6864,0.264,-0.619,0.000,-0.84
86.818,5143.92,3989.58,19.67,320884.0994,4039009.3181,52,53.08,-20.1710,0.269,-0.598,0.000,-0.82
86.913,5272.03,3932.72,19.64,320885.3805,4039009.8867,52,53.04,-23.9037,0.271,-0.576,0.000,-0.37
87.032,5426.75,3850.68,19.55,320886.9277,4039010.7071,52,53.03,-28.3143,0.266,-0.559,0.000,-0.07
87.113,5527.66,3788.65,19.50,320887.9368,4039011.3274,52,53.02,-31.1860,0.277,-0.547,0.000,-0.12
87.221,5658.51,3698.47,19.45,320889.2453,4039012.2292,52,53.07,-34.7481,0.276,-0.518,0.000,0.45
87.326,5780.69,3603.28,19.47,320890.4671,4039013.1812,52,53.13,-37.9874,0.271,-0.513,0.000,0.57
87.416,5881.60,3516.30,19.53,320891.4762,4039014.0509,52,53.18,-40.6333,0.267,-0.498,0.000,0.53
87.516,5988.37,3414.99,19.52,320892.5438,4039015.0640,52,53.24,-43.4491,0.266,-0.489,0.000,0.56
87.617,6092.07,3307.08,19.44,320893.5809,4039016.1431,52,53.29,-46.1560,0.252,-0.475,0.000,0.57
87.711,6184.25,3202.12,19.36,320894.5026,4039017.1928,52,53.33,-48.6068,0.249,-0.472,0.000,0.40
87.814,6279.44,3083.65,19.39,320895.4546,4039018.3774,52,53.37,-51.2142,0.239,-0.464,0.000,0.38
87.915,6368.09,2962.83,19.44,320896.3411,4039019.5857,52,53.40,-53.7142,0.234,-0.457,0.000,0.30
88.011,6447.79,2844.27,19.46,320897.1381,4039020.7712,52,53.42,-56.0179,0.224,-0.461,0.000,0.22
88.122,6533.50,2704.33,19.39,320897.9952,4039022.1706,52,53.43,-58.6045,0.229,-0.452,0.000,0.11
88.218,6602.97,2579.46,19.36,320898.6899,4039023.4194,52,53.45,-60.8478,0.226,-0.451,0.000,0.20
88.324,6673.92,2438.91,19.45,320899.3993,4039024.8248,52,53.47,-63.3098,0.220,-0.463,0.000,0.10
88.416,6730.07,2314.75,19.48,320899.9609,4039026.0664,52,53.47,-65.4996,0.222,-0.462,0.000,0.00
88.517,6786.39,2175.82,19.36,320900.5241,4039027.4557,52,53.47,-67.9287,0.225,-0.459,0.000,0.09
88.628,6841.50,2020.42,19.27,320901.0752,4039029.0097,52,53.48,-70.5908,0.223,-0.469,0.000,0.08
88.722,6882.37,1886.92,19.35,320901.4838,4039030.3447,52,53.49,-72.8992,0.229,-0.474,0.000,0.02
88.818,6918.26,1749.17,19.44,320901.8428,4039031.7222,52,53.49,-75.3027,0.232,-0.475,0.000,0.09
88.934,6953.81,1581.29,19.48,320902.1983,4039033.4010,52,53.51,-78.2224,0.233,-0.466,0.000,0.13
89.013,6973.39,1464.57,19.46,320902.3941,4039034.5682,52,53.52,-80.2105,0.236,-0.470,0.000,0.14
89.124,6993.72,1300.68,19.38,320902.5974,4039036.2071,52,53.54,-83.0267,0.236,-0.480,0.000,0.15
89.212,7004.11,1170.43,19.32,320902.7013,4039037.5096,52,53.55,-85.2692,0.232,-0.477,0.000,0.20
89.316,7009.88,1016.36,19.32,320902.7590,4039039.0503,52,53.56,-87.8906,0.233,-0.465,0.000,0.09
89.421,7008.71,859.65,19.33,320902.7473,4039040.6174,52,53.57,-90.4942,0.209,-0.460,0.000,0.05
89.524,7000.81,707.33,19.34,320902.6682,4039042.1406,52,53.58,-92.9999,0.255,-0.452,0.000,0.06
89.612,6988.89,576.93,19.33,320902.5491,4039043.4446,52,53.66,-95.0872,0.306,-0.449,0.000,1.00
89.712,6969.77,429.19,19.33,320902.3579,4039044.9220,52,53.84,-97.3885,0.345,-0.445,0.000,1.82
89.816,6943.51,275.48,19.34,320902.0953,4039046.4592,52,54.12,-99.7480,0.374,-0.438,0.000,2.68
89.912,6913.41,132.52,19.36,320901.7943,4039047.8887,52,54.43,-101.8958,0.373,-0.442,0.000,3.16
90.018,6874.36,-22.53,19.39,320901.4038,4039049.4393,52,54.75,-104.2262,0.373,-0.439,0.000,3.05
90.122,6829.41,-174.48,19.41,320900.9543,4039050.9587,52,55.07,-106.5627,0.380,-0.446,0.000,3.10
90.213,6784.44,-307.64,19.42,320900.5046,4039052.2903,52,55.37,-108.6432,0.377,-0.440,0.000,3.28
90.319,6726.13,-460.57,19.44,320899.9215,4039053.8196,52,55.68,-111.0324,0.354,-0.441,0.000,2.86
90.428,6659.21,-615.44,19.40,320899.2523,4039055.3683,52,55.93,-113.5590,0.339,-0.455,0.000,2.33
90.518,6598.26,-741.94,19.38,320898.6428,4039056.6333,52,56.12,-115.7171,0.332,-0.456,0.000,2.07
90.623,6521.65,-886.04,19.44,320897.8767,4039058.0743,52,56.31,-118.2112,0.307,-0.460,0.000,1.80
90.716,6447.84,-1011.73,19.64,320897.1386,4039059.3312,52,56.41,-120.4919,0.291,-0.463,0.000,1.11
90.809,6369.38,-1133.67,19.75,320896.3539,4039060.5506,52,56.50,-122.8186,0.282,-0.482,0.000,0.94
90.918,6272.75,-1270.56,19.75,320895.3877,4039061.9195,52,56.57,-125.5654,0.264,-0.481,0.000,0.66
91.020,6174.11,-1396.02,19.59,320894.4013,4039063.1741,52,56.59,-128.3220,0.256,-0.494,0.000,0.19
91.131,6075.67,-1511.06,19.65,320893.4169,4039064.3246,52,56.61,-130.9386,0.230,-0.500,0.000,0.21
91.209,5991.78,-1600.27,19.75,320892.5780,4039065.2166,52,56.57,-133.1229,0.225,-0.510,0.000,-0.55
91.323,5862.21,-1724.93,19.56,320891.2822,4039066.4632,52,56.49,-136.5157,0.218,-0.513,0.000,-0.68
91.419,5747.91,-1822.83,19.32,320890.1393,4039067.4422,52,56.42,-139.5455,0.223,-0.528,0.000,-0.77
91.527,5614.27,-1925.00,19.26,320888.8028,4039068.4639,52,56.36,-142.9312,0.213,-0.493,0.000,-0.50
91.617,5498.72,-2004.93,19.35,320887.6473,4039069.2632,52,56.34,-145.4810,0.209,-0.478,0.000,-0.27
91.717,5366.22,-2088.10,19.44,320886.3224,4039070.0949,52,56.32,-148.0958,0.204,-0.450,0.000,-0.23
91.810,5239.25,-2161.13,19.45,320885.0527,4039070.8252,52,56.31,-150.2534,0.197,-0.407,0.000,-0.06
91.920,5087.74,-2241.63,19.39,320883.5375,4039071.6302,52,56.32,-152.3364,0.193,-0.376,0.000,0.04
92.027,4938.25,-2314.93,19.31,320882.0427,4039072.3633,52,56.32,-154.0833,0.179,-0.362,0.000,0.01
92.118,4808.37,-2374.34,19.32,320880.7439,4039072.9573,52,56.31,-155.4768,0.176,-0.358,0.000,-0.10
92.220,4662.25,-2436.73,19.35,320879.2827,4039073.5812,52,56.29,-156.9928,0.175,-0.358,0.000,-0.13
92.310,4530.92,-2488.91,19.34,320877.9694,4039074.1031,52,56.27,-158.3432,0.162,-0.363,0.000,-0.23
92.433,4351.54,-2554.42,19.40,320876.1756,4039074.7581,52,56.24,-160.2213,0.160,-0.372,0.000,-0.30
92.528,4209.55,-2601.34,19.61,320874.7557,4039075.2273,52,56.19,-161.7581,0.146,-0.386,0.000,-0.46
92.629,4059.17,-2646.11,19.60,320873.2519,4039075.6750,52,56.13,-163.5012,0.162,-0.401,0.000,-0.64
92.719,3924.24,-2681.77,19.45,320871.9025,4039076.0316,52,56.13,-165.1794,0.325,-0.414,0.000,0.02
92.810,3785.61,-2713.88,19.37,320870.5163,4039076.3527,52,56.34,-166.9816,0.345,-0.420,0.000,2.29
92.918,3618.48,-2746.41,19.43,320868.8450,4039076.6780,52,56.75,-169.1947,0.518,-0.422,0.000,3.79
93.011,3472.05,-2769.47,19.49,320867.3807,4039076.9086,52,57.66,-171.1164,0.663,-0.415,0.000,9.77
93.124,3289.26,-2791.80,19.63,320865.5527,4039077.1319,52,59.47,-173.3613,0.801,-0.396,0.000,16.05
93.210,3146.00,-2804.84,19.73,320864.1202,4039077.2623,52,61.28,-174.9380,0.861,-0.377,0.000,21.17
93.315,2963.25,-2816.55,19.82,320862.2927,4039077.3794,52,63.82,-176.6964,0.899,-0.350,0.000,24.18
93.420,2771.98,-2823.79,19.89,320860.3799,4039077.4518,52,66.52,-178.2416,0.912,-0.322,0.000,25.64
93.526,2571.34,-2826.84,19.96,320858.3736,4039077.4823,52,69.18,-179.5655,0.844,-0.290,0.000,25.02
93.616,2395.66,-2826.37,19.97,320856.6168,4039077.4776,52,71.12,179.4924,0.844,-0.263,0.000,21.64
93.722,2181.74,-2822.55,20.05,320854.4776,4039077.4394,52,73.20,178.5842,0.712,-0.230,0.000,19.52
93.819,1983.14,-2816.52,20.03,320852.4916,4039077.3791,52,74.43,177.9340,0.605,-0.198,0.000,12.71
93.913,1788.69,-2808.81,19.74,320850.5471,4039077.3020,52,75.26,177.4531,0.507,-0.170,0.000,8.88
94.017,1569.19,-2798.46,19.55,320848.3521,4039077.1985,52,75.83,177.0607,0.390,-0.137,0.000,5.38
94.128,1339.69,-2786.31,19.55,320846.0571,4039077.0770,52,76.11,176.7899,0.291,-0.106,0.000,2.59
94.217,1152.38,-2775.71,19.55,320844.1840,4039076.9711,52,76.18,176.6487,0.215,-0.080,0.000,0.81
94.317,940.63,-2763.26,19.50,320842.0665,4039076.8465,52,76.17,176.5551,0.138,-0.052,0.000,-0.19
94.426,709.95,-2749.37,19.45,320839.7597,4039076.7076,52,76.07,176.5073,0.060,-0.029,0.000,-0.90
94.516,521.21,-2737.88,19.48,320837.8723,4039076.5927,52,75.79,176.4925,0.000,-0.004,0.000,-3.09
94.627,290.08,-2723.73,19.39,320835.5610,4039076.4512,52,75.36,176.4891,0.000,0.026,0.000,-3.89
94.723,88.46,-2711.40,19.28,320833.5448,4039076.3279,52,74.99,176.4974,0.000,0.049,0.000,-3.88
94.816,-103.96,-2699.71,19.25,320831.6206,4039076.2110,52,74.50,176.5263,0.000,0.076,0.062,-5.25
94.909,-292.37,-2688.43,19.16,320829.7365,4039076.0982,52,72.20,176.5838,0.000,0.086,0.000,-24.69
95.009,-491.03,-2676.77,19.01,320827.7499,4039075.9816,52,71.82,176.6640,0.000,0.088,0.000,-3.77
95.118,-707.48,-2664.39,19.23,320825.5854,4039075.8578,52,71.41,176.7608,0.000,0.081,0.000,-3.73
95.220,-908.20,-2653.18,19.63,320823.5782,4039075.7457,52,69.57,176.8382,0.000,0.061,0.057,-17.97
95.320,-1094.82,-2642.94,19.35,320821.7120,4039075.6433,52,67.23,176.8853,0.054,0.041,0.000,-23.47
95.422,-1284.12,-2632.65,18.81,320819.8189,4039075.5404,52,66.91,176.9079,0.000,-0.004,0.000,-3.10
95.524,-1474.44,-2622.34,18.78,320817.9158,4039075.4374,52,66.56,176.9105,0.000,-0.033,0.000,-3.48
95.620,-1650.70,-2612.73,19.23,320816.1532,4039075.3412,52,66.23,176.8837,0.000,-0.091,0.000,-3.43
95.710,-1814.79,-2603.45,19.58,320814.5123,4039075.2484,52,65.92,176.7750,0.000,-0.142,0.000,-3.41
95.824,-2022.99,-2590.68,19.63,320812.4303,4039075.1207,52,65.53,176.4442,0.000,-0.216,0.000,-3.40
95.915,-2188.05,-2579.08,19.35,320810.7797,4039075.0048,52,65.22,175.9567,0.000,-0.264,0.000,-3.43
96.008,-2355.88,-2565.22,19.25,320809.1014,4039074.8661,52,64.97,175.1992,0.061,-0.292,0.000,-2.68
96.114,-2545.51,-2546.22,19.45,320807.2051,4039074.6761,52,64.85,174.0698,0.086,-0.347,0.000,-1.15
96.226,-2745.16,-2521.23,19.73,320805.2086,4039074.4262,52,64.77,172.5225,0.205,-0.355,0.000,-0.73
96.316,-2906.08,-2496.92,19.65,320803.5994,4039074.1831,52,64.77,171.1403,0.220,-0.369,0.000,0.06
96.414,-3079.78,-2465.98,19.42,320801.8624,4039073.8737,52,64.80,169.5417,0.240,-0.380,0.000,0.28
96.529,-3280.72,-2423.28,19.32,320799.8530,4039073.4467,52,64.81,167.4637,0.205,-0.415,0.000,0.05
96.623,-3445.88,-2381.67,19.43,320798.2014,4039073.0306,52,64.75,165.4700,0.180,-0.444,0.000,-0.60
96.709,-3593.51,-2338.62,19.56,320796.7251,4039072.6002,52,64.66,163.4408,0.151,-0.461,0.000,-1.08
96.822,-3781.90,-2274.98,19.81,320794.8412,4039071.9637,52,64.46,160.5433,0.104,-0.536,0.000,-1.77
96.913,-3932.38,-2214.38,19.65,320793.3364,4039071.3577,52,64.18,157.6373,0.055,-0.576,0.000,-3.00
97.026,-4112.36,-2128.49,19.31,320791.5366,4039070.4988,52,63.54,153.4889,0.000,-0.636,0.000,-5.68
97.117,-4251.45,-2049.62,19.19,320790.1457,4039069.7101,52,62.99,149.7681,0.050,-0.664,0.000,-6.12
97.211,-4387.54,-1959.47,19.26,320788.7848,4039068.8086,52,62.37,145.7273,0.000,-0.675,0.000,-6.52
97.318,-4532.20,-1846.40,19.44,320787.3382,4039067.6779,52,61.61,140.9508,0.000,-0.673,0.000,-7.16
97.422,-4661.32,-1727.23,19.42,320786.0470,4039066.4862,52,60.92,136.3230,0.000,-0.655,0.000,-6.67
97.510,-4762.20,-1619.47,19.34,320785.0382,4039065.4086,52,60.37,132.5137,0.000,-0.625,0.000,-6.24
97.627,-4884.66,-1467.10,19.33,320783.8136,4039063.8849,52,59.70,127.6670,0.000,-0.584,0.000,-5.65
97.714,-4966.24,-1349.60,19.43,320782.9978,4039062.7099,52,59.26,124.3083,0.000,-0.547,0.000,-5.14
97.811,-5049.27,-1213.63,19.49,320782.1675,4039061.3502,52,58.81,120.8627,0.000,-0.503,0.000,-4.58
97.919,-5132.23,-1059.66,19.55,320781.3379,4039059.8105,52,58.38,117.6511,0.000,-0.455,0.000,-3.98
98.022,-5204.28,-908.49,19.47,320780.6174,4039058.2988,52,57.98,115.0214,0.000,-0.433,0.000,-3.85
98.123,-5267.06,-759.86,19.34,320779.9896,4039056.8125,52,57.60,112.5848,0.000,-0.445,0.000,-3.79
98.209,-5315.29,-632.53,19.29,320779.5073,4039055.5393,52,57.30,110.6235,0.000,-0.421,0.000,-3.58
98.324,-5373.75,-458.41,19.34,320778.9227,4039053.7981,52,56.88,108.1364,0.000,-0.425,0.000,-3.57
98.426,-5418.43,-305.04,19.39,320778.4759,4039052.2643,52,56.53,106.0292,0.000,-0.393,0.000,-3.45
98.512,-5452.17,-174.49,19.41,320778.1384,4039050.9588,52,56.25,104.4136,0.000,-0.401,0.000,-3.32
98.614,-5487.30,-19.67,19.37,320777.7872,4039049.4106,52,55.92,102.6110,0.000,-0.344,0.000,-3.20
98.718,-5519.54,137.96,19.34,320777.4648,4039047.8343,52,55.62,101.3159,0.000,-0.269,0.000,-2.93
98.823,-5549.11,297.59,19.33,320777.1691,4039046.2380,52,55.31,100.3597,0.000,-0.276,0.000,-2.91
98.917,-5572.93,439.52,19.34,320776.9308,4039044.8187,52,55.04,99.5295,0.000,-0.266,0.000,-2.90
99.014,-5595.42,585.59,19.31,320776.7060,4039043.3580,52,54.76,98.7241,0.000,-0.237,0.000,-2.85
99.113,-5616.57,733.65,19.29,320776.4945,4039041.8774,52,54.48,98.0642,0.000,-0.216,0.000,-2.79
99.210,-5635.88,879.19,19.29,320776.3014,4039040.4220,52,54.21,97.5244,0.000,-0.204,0.000,-2.78
99.313,-5654.73,1031.74,19.31,320776.1129,4039038.8965,52,53.93,97.0206,0.000,-0.191,0.000,-2.74
99.412,-5671.84,1179.22,19.30,320775.9418,4039037.4217,52,53.73,96.6033,0.000,-0.189,0.000,-2.04
99.509,-5687.47,1322.24,19.29,320775.7855,4039035.9916,52,53.59,96.2320,0.051,-0.161,0.000,-1.41
99.625,-5705.33,1494.69,19.29,320775.6069,4039034.2670,52,53.51,95.8743,0.051,-0.154,0.000,-0.70
99.713,-5718.04,1624.26,19.32,320775.4798,4039032.9714,52,53.38,95.6225,0.000,-0.157,0.000,-1.44
99.817,-5732.54,1776.95,19.34,320775.3348,4039031.4444,52,53.11,95.4039,0.000,-0.126,0.000,-2.66
99.921,-5746.57,1930.31,19.30,320775.1945,4039029.9108,52,52.87,95.2267,0.000,-0.108,0.000,-2.30
100.012,-5758.48,2062.16,19.29,320775.0754,4039028.5923,52,52.63,95.1370,0.000,-0.003,0.000,-2.63
100.114,-5771.94,2210.69,19.28,320774.9408,4039027.1070,52,52.36,95.1504,0.000,0.112,0.000,-2.62
100.210,-5784.93,2349.19,19.27,320774.8109,4039025.7220,52,52.11,95.3061,0.000,0.193,0.000,-2.62
100.316,-5800.81,2501.74,19.26,320774.6521,4039024.1965,52,51.82,95.8426,0.000,0.315,0.000,-2.71
100.415,-5818.47,2641.76,19.30,320774.4755,4039022.7963,52,51.53,96.9512,0.000,0.425,0.000,-3.00
100.514,-5841.60,2781.93,19.30,320774.2442,4039021.3946,52,51.15,98.9941,0.000,0.534,0.000,-3.78
100.611,-5871.31,2916.01,19.27,320773.9471,4039020.0538,52,50.74,102.0018,0.000,0.593,0.000,-4.18
100.713,-5910.91,3052.73,19.24,320773.5511,4039018.6866,52,50.37,105.7801,0.055,0.641,0.000,-3.65
100.820,-5962.98,3191.71,19.30,320773.0304,4039017.2968,52,49.99,110.2537,0.073,0.673,0.000,-3.59
100.922,-6023.58,3319.75,19.33,320772.4244,4039016.0164,52,49.61,114.8638,0.090,0.690,0.000,-3.70
101.011,-6084.16,3425.29,19.33,320771.8186,4039014.9610,52,49.28,119.0087,0.104,0.707,0.000,-3.69
101.114,-6163.77,3541.01,19.31,320771.0225,4039013.8038,52,48.90,123.9679,0.125,0.702,0.000,-3.74
101.218,-6252.70,3648.79,19.27,320770.1332,4039012.7260,52,48.56,128.9525,0.134,0.689,0.000,-3.23
101.322,-6350.59,3748.77,19.28,320769.1543,4039011.7262,52,48.26,133.8398,0.147,0.671,0.000,-2.88
101.418,-6447.50,3833.10,19.36,320768.1852,4039010.8829,52,48.02,138.2564,0.150,0.657,0.000,-2.53
101.511,-6545.98,3906.99,19.42,320767.2004,4039010.1440,52,47.82,142.3252,0.164,0.621,0.000,-2.15
101.620,-6667.65,3985.09,19.36,320765.9837,4039009.3630,52,47.65,146.8421,0.187,0.593,0.000,-1.58
101.729,-6793.05,4053.63,19.39,320764.7296,4039008.6776,52,47.54,150.9927,0.204,0.576,0.000,-1.00
101.813,-6893.76,4101.14,19.45,320763.7226,4039008.2025,52,47.48,153.9826,0.183,0.576,0.000,-0.68
